Channel/Block,Type,File Name,Duration,File Path
Powerhouse Return,The Jetsons,Jetsons Bump.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/The Jetsons/Jetsons Bump.mp4
Powerhouse Return,The Jetsons,Jetsons Bumper.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/The Jetsons/Jetsons Bumper.mp4
Powerhouse Return,The Powerpuff Girls,POwer Puff brb 1 blue.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/The Powerpuff Girls/POwer Puff brb 1 blue.mp4
Powerhouse Return,The Powerpuff Girls,POwer Puff brb 1 yello.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/The Powerpuff Girls/POwer Puff brb 1 yello.mp4
Powerhouse Return,The Powerpuff Girls,POwer Puff brb 2 blue.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/The Powerpuff Girls/POwer Puff brb 2 blue.mp4
Powerhouse Return,The Powerpuff Girls,POwer Puff brb 2 yello.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/The Powerpuff Girls/POwer Puff brb 2 yello.mp4
Powerhouse Return,The Powerpuff Girls,POwer Puff brb 2.mp4,8,/media/weazle/Seagate/commercials/Powerhouse Return/The Powerpuff Girls/POwer Puff brb 2.mp4
Powerhouse Return,The Powerpuff Girls,POwer Puff brb 3 blue.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/The Powerpuff Girls/POwer Puff brb 3 blue.mp4
Powerhouse Return,The Powerpuff Girls,POwer Puff brb.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/The Powerpuff Girls/POwer Puff brb.mp4
Powerhouse Return,The Powerpuff Girls,POwer Puff bump 3.mp4,5,/media/weazle/Seagate/commercials/Powerhouse Return/The Powerpuff Girls/POwer Puff bump 3.mp4
Powerhouse Return,The Powerpuff Girls,POwer Puff bump 4.mp4,5,/media/weazle/Seagate/commercials/Powerhouse Return/The Powerpuff Girls/POwer Puff bump 4.mp4
Powerhouse Return,The Powerpuff Girls,POwer Puff bump.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/The Powerpuff Girls/POwer Puff bump.mp4
Powerhouse Return,The Powerpuff Girls,POwer Puff bump2.mp4,8,/media/weazle/Seagate/commercials/Powerhouse Return/The Powerpuff Girls/POwer Puff bump2.mp4
Powerhouse Return,The Smurfs,Smerf Brb.mp4,5,/media/weazle/Seagate/commercials/Powerhouse Return/The Smurfs/Smerf Brb.mp4
Powerhouse Return,The Smurfs,Smurfs Brb.mp4,5,/media/weazle/Seagate/commercials/Powerhouse Return/The Smurfs/Smurfs Brb.mp4
Powerhouse Return,The Sylvester and Tweety Mysteries,silvestory bump.mp4,5,/media/weazle/Seagate/commercials/Powerhouse Return/The Sylvester and Tweety Mysteries/silvestory bump.mp4
Powerhouse Return,The Sylvester and Tweety Mysteries,Sylvestor Bump.mp4,4,/media/weazle/Seagate/commercials/Powerhouse Return/The Sylvester and Tweety Mysteries/Sylvestor Bump.mp4
Powerhouse Return,Tiny Toons Adventures,loonyrtoons.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/Tiny Toons Adventures/loonyrtoons.mp4
Powerhouse Return,Tiny Toons Adventures,Tiny Toons Brb 1.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/Tiny Toons Adventures/Tiny Toons Brb 1.mp4
Powerhouse Return,Tiny Toons Adventures,Tiny Toons Brb 2.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/Tiny Toons Adventures/Tiny Toons Brb 2.mp4
Powerhouse Return,Tiny Toons Adventures,Tiny Toons Brb 3.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/Tiny Toons Adventures/Tiny Toons Brb 3.mp4
Powerhouse Return,Tiny Toons Adventures,Tiny Toons Brb 4.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/Tiny Toons Adventures/Tiny Toons Brb 4.mp4
Powerhouse Return,Tiny Toons Adventures,Tiny Toons Brb 5.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/Tiny Toons Adventures/Tiny Toons Brb 5.mp4
Powerhouse Return,Tiny Toons Adventures,Tiny Toons Brb 66.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/Tiny Toons Adventures/Tiny Toons Brb 66.mp4
Powerhouse Return,Tiny Toons Adventures,Tiny Toons Bump34.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/Tiny Toons Adventures/Tiny Toons Bump34.mp4
Powerhouse Return,Tom and Jerry,Tom and Jerry Brb 1 yello.mp4,8,/media/weazle/Seagate/commercials/Powerhouse Return/Tom and Jerry/Tom and Jerry Brb 1 yello.mp4
Powerhouse Return,Tom and Jerry,Tom and Jerry Brb 2.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/Tom and Jerry/Tom and Jerry Brb 2.mp4
Powerhouse Return,Tom and Jerry,Tom and Jerry Brb 3.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/Tom and Jerry/Tom and Jerry Brb 3.mp4
Powerhouse Return,Tom and Jerry,Tom and Jerry Brb 4.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/Tom and Jerry/Tom and Jerry Brb 4.mp4
Powerhouse Return,Tom and Jerry,Tom and Jerry Brb 5.mp4,8,/media/weazle/Seagate/commercials/Powerhouse Return/Tom and Jerry/Tom and Jerry Brb 5.mp4
Powerhouse Return,Tom and Jerry,Tom and Jerry Brb 6.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/Tom and Jerry/Tom and Jerry Brb 6.mp4
Powerhouse Return,Tom and Jerry,Tom and Jerry Brb 7.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/Tom and Jerry/Tom and Jerry Brb 7.mp4
Powerhouse Return,Tom and Jerry,Tom and Jerry Brb 8.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/Tom and Jerry/Tom and Jerry Brb 8.mp4
Powerhouse Return,Tom and Jerry,Tom and Jerry Brb 9.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/Tom and Jerry/Tom and Jerry Brb 9.mp4
Powerhouse Return,Tom and Jerry,Tom and Jerry Bump 1.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/Tom and Jerry/Tom and Jerry Bump 1.mp4
Powerhouse Return,Tom and Jerry,Tom and Jerry Bumper 2.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/Tom and Jerry/Tom and Jerry Bumper 2.mp4
Powerhouse Return,Tom and Jerry,Tom and Jerry Bumper 5.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/Tom and Jerry/Tom and Jerry Bumper 5.mp4
Powerhouse Return,Tom and Jerry,Tom and Jerry Bumper 6.mp4,6,/media/weazle/Seagate/commercials/Powerhouse Return/Tom and Jerry/Tom and Jerry Bumper 6.mp4
Powerhouse Return,Tom and Jerry,Tom and Jerry Bumper 7.mp4,5,/media/weazle/Seagate/commercials/Powerhouse Return/Tom and Jerry/Tom and Jerry Bumper 7.mp4
Powerhouse Return,Tom and Jerry,Tom and Jerry Bumper 8.mp4,5,/media/weazle/Seagate/commercials/Powerhouse Return/Tom and Jerry/Tom and Jerry Bumper 8.mp4
Powerhouse Return,Tom and Jerry Kids,Tom and Jerry Kids brb.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/Tom and Jerry Kids/Tom and Jerry Kids brb.mp4
Powerhouse Return,Tom and Jerry Kids,Tom and Jerry kids yellow bump.mp4,5,/media/weazle/Seagate/commercials/Powerhouse Return/Tom and Jerry Kids/Tom and Jerry kids yellow bump.mp4
Powerhouse Return,Top Cat,Top Cat Bump 1.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/Top Cat/Top Cat Bump 1.mp4
Powerhouse Return,Top Cat,Top Cat Bump 2.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/Top Cat/Top Cat Bump 2.mp4
Powerhouse Return,Top Cat,Top Cat Bump 3.mp4,5,/media/weazle/Seagate/commercials/Powerhouse Return/Top Cat/Top Cat Bump 3.mp4
Powerhouse Return,Top Cat,Top Cat Bump 4.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/Top Cat/Top Cat Bump 4.mp4
Powerhouse Return,Weasel,I am Weasel Bumper 1.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/Weasel/I am Weasel Bumper 1.mp4
Powerhouse Return,Weasel,I am Weasel Bumper 2.mp4,8,/media/weazle/Seagate/commercials/Powerhouse Return/Weasel/I am Weasel Bumper 2.mp4
Powerhouse Return,Weasel,I am Weasel Bumper 3.mp4,4,/media/weazle/Seagate/commercials/Powerhouse Return/Weasel/I am Weasel Bumper 3.mp4
Powerhouse Return,Weasel,iamweasel.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/Weasel/iamweasel.mp4
Powerhouse Return,Whatever Happened to... Robot Jones,Wahtever Happened Brb.mp4,9,/media/weazle/Seagate/commercials/Powerhouse Return/Whatever Happened to... Robot Jones/Wahtever Happened Brb.mp4
Sci-Fi,promo,30 Second SciFi Channel Promo Project (480p_30fps_H264-128kbit_AAC).mp4,30,/media/weazle/Seagate/commercials/Sci-Fi/promo/30 Second SciFi Channel Promo Project (480p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,A.I Assault (2006) SyFy Promo (864p_30fps_H264-128kbit_AAC).mp4,15,/media/weazle/Seagate/commercials/Sci-Fi/promo/A.I Assault (2006) SyFy Promo (864p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Akira on-air promo (198p_30fps_H264-96kbit_AAC).mp4,37,/media/weazle/Seagate/commercials/Sci-Fi/promo/Akira on-air promo (198p_30fps_H264-96kbit_AAC).mp4
Sci-Fi,promo,Android Apocalypse (2006) SyFy Promo (864p_30fps_H264-128kbit_AAC).mp4,20,/media/weazle/Seagate/commercials/Sci-Fi/promo/Android Apocalypse (2006) SyFy Promo (864p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Ani-Monday (2007) Sci Fi promo (480p_30fps_H264-128kbit_AAC).mp4,15,/media/weazle/Seagate/commercials/Sci-Fi/promo/Ani-Monday (2007) Sci Fi promo (480p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Ani-Monday Sci-Fi Channel Promo (2008) (470p_30fps_H264-128kbit_AAC).mp4,10,/media/weazle/Seagate/commercials/Sci-Fi/promo/Ani-Monday Sci-Fi Channel Promo (2008) (470p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,BIONIC EVER AFTER SCIFI CHANNEL PROMO (480p_30fps_H264-128kbit_AAC).mp4,38,/media/weazle/Seagate/commercials/Sci-Fi/promo/BIONIC EVER AFTER SCIFI CHANNEL PROMO (480p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,"Blade Runner, Scifi Channel Airing 2000 Spot, Remastered (480p_30fps_H264-128kbit_AAC).mp4",60,"/media/weazle/Seagate/commercials/Sci-Fi/promo/Blade Runner, Scifi Channel Airing 2000 Spot, Remastered (480p_30fps_H264-128kbit_AAC).mp4"
Sci-Fi,promo,Bone Eater (2007) SyFy Promo (864p_30fps_H264-128kbit_AAC).mp4,19,/media/weazle/Seagate/commercials/Sci-Fi/promo/Bone Eater (2007) SyFy Promo (864p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Bram Stokers Way Of The Vampire (2005) SyFy Promo (2007) (320p_30fps_H264-128kbit_AAC).mp4,10,/media/weazle/Seagate/commercials/Sci-Fi/promo/Bram Stokers Way Of The Vampire (2005) SyFy Promo (2007) (320p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Cool Promo from the Sci-Fi Channel - 2001! (480p_30fps_H264-128kbit_AAC).mp4,30,/media/weazle/Seagate/commercials/Sci-Fi/promo/Cool Promo from the Sci-Fi Channel - 2001! (480p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Earthstorm (2007) SyFy Promo (864p_30fps_H264-128kbit_AAC).mp4,20,/media/weazle/Seagate/commercials/Sci-Fi/promo/Earthstorm (2007) SyFy Promo (864p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Falling Skies - Promo - No Warning (480p_30fps_H264-128kbit_AAC).mp4,30,/media/weazle/Seagate/commercials/Sci-Fi/promo/Falling Skies - Promo - No Warning (480p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Falling Skies - Promo A More Perfect Union Season (360p_30fps_H264-128kbit_AAC).mp4,31,/media/weazle/Seagate/commercials/Sci-Fi/promo/Falling Skies - Promo A More Perfect Union Season (360p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Falling Skies 2x09 Promo The Price of Greatness (HD) (634p_30fps_H264-128kbit_AAC).mp4,16,/media/weazle/Seagate/commercials/Sci-Fi/promo/Falling Skies 2x09 Promo The Price of Greatness (HD) (634p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Falling Skies 3x07 Promo The Pickett Line (HD) (634p_30fps_H264-128kbit_AAC).mp4,20,/media/weazle/Seagate/commercials/Sci-Fi/promo/Falling Skies 3x07 Promo The Pickett Line (HD) (634p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Farscape - 1x04 - Throne For A Loss - Sci-Fi Channel Promo Re-Creation (480p_30fps_H264-128kbit_AAC).mp4,19,/media/weazle/Seagate/commercials/Sci-Fi/promo/Farscape - 1x04 - Throne For A Loss - Sci-Fi Channel Promo Re-Creation (480p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Farscape - 1x08 - That Old Black Magic - Sci-Fi Channel Promo Re-Creation (480p_30fps_H264-128kbit_AAC).mp4,18,/media/weazle/Seagate/commercials/Sci-Fi/promo/Farscape - 1x08 - That Old Black Magic - Sci-Fi Channel Promo Re-Creation (480p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Farscape - 1x12 - The Flax - Sci-Fi Channel Promo Re-Creation (From Memory) (480p_30fps_H264-128kbit_AAC).mp4,19,/media/weazle/Seagate/commercials/Sci-Fi/promo/Farscape - 1x12 - The Flax - Sci-Fi Channel Promo Re-Creation (From Memory) (480p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Farscape - 2x15 - Wont Get Fooled Again - Sci-Fi Channel Promo Re-Creation (480p_30fps_H264-128kbit_AAC).mp4,33,/media/weazle/Seagate/commercials/Sci-Fi/promo/Farscape - 2x15 - Wont Get Fooled Again - Sci-Fi Channel Promo Re-Creation (480p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Farscape - 2x16 - The Locket - Sci-Fi Channel Promo Re-Creation (480p_30fps_H264-128kbit_AAC).mp4,33,/media/weazle/Seagate/commercials/Sci-Fi/promo/Farscape - 2x16 - The Locket - Sci-Fi Channel Promo Re-Creation (480p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Farscape - 4x13 - Terra Firma - SciFi Promo (480p_30fps_H264-128kbit_AAC).mp4,20,/media/weazle/Seagate/commercials/Sci-Fi/promo/Farscape - 4x13 - Terra Firma - SciFi Promo (480p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Freaked Sci-Fi Channel TV Airing (2001) (1080p_30fps_H264-128kbit_AAC).mp4,13,/media/weazle/Seagate/commercials/Sci-Fi/promo/Freaked Sci-Fi Channel TV Airing (2001) (1080p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Ghost Hunters (2007) Sci Fi Promo (480p_30fps_H264-128kbit_AAC).mp4,19,/media/weazle/Seagate/commercials/Sci-Fi/promo/Ghost Hunters (2007) Sci Fi Promo (480p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Ghost Hunters (2007) Sci Fi Promo (480p_30fps_H264-128kbit_AAC)_2.mp4,41,/media/weazle/Seagate/commercials/Sci-Fi/promo/Ghost Hunters (2007) Sci Fi Promo (480p_30fps_H264-128kbit_AAC)_2.mp4
Sci-Fi,promo,Good vs Evil intro (2000) Sci Fi Channel (720p_30fps_H264-128kbit_AAC).mp4,65,/media/weazle/Seagate/commercials/Sci-Fi/promo/Good vs Evil intro (2000) Sci Fi Channel (720p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Haven - Promo (SyFy) (288p_30fps_H264-128kbit_AAC).mp4,10,/media/weazle/Seagate/commercials/Sci-Fi/promo/Haven - Promo (SyFy) (288p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Headless Horseman (2007) SyFy Promo (864p_30fps_H264-128kbit_AAC).mp4,15,/media/weazle/Seagate/commercials/Sci-Fi/promo/Headless Horseman (2007) SyFy Promo (864p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Highlander The Source (2007) Sci Fi Promo (480p_30fps_H264-128kbit_AAC).mp4,10,/media/weazle/Seagate/commercials/Sci-Fi/promo/Highlander The Source (2007) Sci Fi Promo (480p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Hollow Man II Sci-Fi Channel TV Airing Ad (2007) (1080p_30fps_H264-128kbit_AAC).mp4,20,/media/weazle/Seagate/commercials/Sci-Fi/promo/Hollow Man II Sci-Fi Channel TV Airing Ad (2007) (1080p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,House of the Dead 2 - Sci Fi Channel Promo (300p_30fps_H264-128kbit_AAC).mp4,11,/media/weazle/Seagate/commercials/Sci-Fi/promo/House of the Dead 2 - Sci Fi Channel Promo (300p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Ice Spiders (2007) SyFy Promo (864p_29fps_H264-128kbit_AAC).mp4,30,/media/weazle/Seagate/commercials/Sci-Fi/promo/Ice Spiders (2007) SyFy Promo (864p_29fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Kaw Sci-Fi Channel TV Movie Premiere Ad #1 (2007) (1080p_30fps_H264-128kbit_AAC).mp4,31,/media/weazle/Seagate/commercials/Sci-Fi/promo/Kaw Sci-Fi Channel TV Movie Premiere Ad #1 (2007) (1080p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Kaw Sci-Fi Channel TV Movie Premiere Ad #2 (2007) (1080p_30fps_H264-128kbit_AAC).mp4,16,/media/weazle/Seagate/commercials/Sci-Fi/promo/Kaw Sci-Fi Channel TV Movie Premiere Ad #2 (2007) (1080p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,March 1999 - Sci-Fi Channel Upgrade Initializing TV Promo (360p_30fps_H264-128kbit_AAC).mp4,30,/media/weazle/Seagate/commercials/Sci-Fi/promo/March 1999 - Sci-Fi Channel Upgrade Initializing TV Promo (360p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,March 1999 - Sci-Fi Channel Upgrade Initializing TV Promo Featuring Farscape (480p_30fps_H264-128kbit_AAC).mp4,35,/media/weazle/Seagate/commercials/Sci-Fi/promo/March 1999 - Sci-Fi Channel Upgrade Initializing TV Promo Featuring Farscape (480p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,On the next First Wave commercial Sci Fi Channel (2000) (720p_30fps_H264-128kbit_AAC).mp4,30,/media/weazle/Seagate/commercials/Sci-Fi/promo/On the next First Wave commercial Sci Fi Channel (2000) (720p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Pumpkinhead Blood Feud Sci-Fi Channel TV Movie Premiere Ad (2007) (1080p_30fps_H264-128kbit_AAC).mp4,30,/media/weazle/Seagate/commercials/Sci-Fi/promo/Pumpkinhead Blood Feud Sci-Fi Channel TV Movie Premiere Ad (2007) (1080p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Reign of the Gargoyles Sci-Fi Channel TV Movie Ad (2007) (1080p_30fps_H264-128kbit_AAC).mp4,16,/media/weazle/Seagate/commercials/Sci-Fi/promo/Reign of the Gargoyles Sci-Fi Channel TV Movie Ad (2007) (1080p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Retro 2004 - Stargate Atlantis Promo - Sci Fi Channel - Cable TV History (720p_30fps_H264-128kbit_AAC).mp4,66,/media/weazle/Seagate/commercials/Sci-Fi/promo/Retro 2004 - Stargate Atlantis Promo - Sci Fi Channel - Cable TV History (720p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Retro Sci Fi Channel Battlestar Galactica TV Show Promo 2003 (1080p_30fps_H264-128kbit_AAC).mp4,40,/media/weazle/Seagate/commercials/Sci-Fi/promo/Retro Sci Fi Channel Battlestar Galactica TV Show Promo 2003 (1080p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Retro Sci Fi Channel Four Play and First Wave Season Finale TV Show Promo 90s (1080p_30fps_H264-128kbit_AAC).mp4,40,/media/weazle/Seagate/commercials/Sci-Fi/promo/Retro Sci Fi Channel Four Play and First Wave Season Finale TV Show Promo 90s (1080p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Retro Sci Fi Channel Four Play and First Wave Season Finale TV Show Promo 90s (1080p_30fps_H264-128kbit_AAC)_2.mp4,40,/media/weazle/Seagate/commercials/Sci-Fi/promo/Retro Sci Fi Channel Four Play and First Wave Season Finale TV Show Promo 90s (1080p_30fps_H264-128kbit_AAC)_2.mp4
Sci-Fi,promo,Retro Sci Fi Channel Mission To Mars Movie Promo Trailer 2000 (1080p_30fps_H264-128kbit_AAC).mp4,47,/media/weazle/Seagate/commercials/Sci-Fi/promo/Retro Sci Fi Channel Mission To Mars Movie Promo Trailer 2000 (1080p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Retro Sci Fi Channel TV Show Promo First Wave 1999 Sebastian Spence (1080p_30fps_H264-128kbit_AAC).mp4,44,/media/weazle/Seagate/commercials/Sci-Fi/promo/Retro Sci Fi Channel TV Show Promo First Wave 1999 Sebastian Spence (1080p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Retro Sci Fi Channel TV Show Promo Sightings 1997 (1080p_30fps_H264-128kbit_AAC).mp4,31,/media/weazle/Seagate/commercials/Sci-Fi/promo/Retro Sci Fi Channel TV Show Promo Sightings 1997 (1080p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Retro Sci Fi TV Show First Wave Promo 2000 (1080p_30fps_H264-128kbit_AAC).mp4,42,/media/weazle/Seagate/commercials/Sci-Fi/promo/Retro Sci Fi TV Show First Wave Promo 2000 (1080p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Saw Sci-Fi Channel Premiere Ad (2007) (1080p_30fps_H264-128kbit_AAC).mp4,31,/media/weazle/Seagate/commercials/Sci-Fi/promo/Saw Sci-Fi Channel Premiere Ad (2007) (1080p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Sci Fi (2007) Syfy ident (480p_30fps_H264-128kbit_AAC).mp4,5,/media/weazle/Seagate/commercials/Sci-Fi/promo/Sci Fi (2007) Syfy ident (480p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Sci Fi - Event Horizon Promo - 2002 (480p_30fps_H264-128kbit_AAC).mp4,30,/media/weazle/Seagate/commercials/Sci-Fi/promo/Sci Fi - Event Horizon Promo - 2002 (480p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Sci Fi - IT Promo - 2002 (480p_30fps_H264-128kbit_AAC).mp4,30,/media/weazle/Seagate/commercials/Sci-Fi/promo/Sci Fi - IT Promo - 2002 (480p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Sci Fi - Memorial Day Scinemathon 2K2 Promo - 52502 (480p_30fps_H264-128kbit_AAC).mp4,30,/media/weazle/Seagate/commercials/Sci-Fi/promo/Sci Fi - Memorial Day Scinemathon 2K2 Promo - 52502 (480p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Sci Fi - Netforce Promo - 2002 (480p_30fps_H264-128kbit_AAC).mp4,30,/media/weazle/Seagate/commercials/Sci-Fi/promo/Sci Fi - Netforce Promo - 2002 (480p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Sci Fi - Saint Sinner Promo - 2002 (480p_30fps_H264-128kbit_AAC).mp4,20,/media/weazle/Seagate/commercials/Sci-Fi/promo/Sci Fi - Saint Sinner Promo - 2002 (480p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Sci Fi - Sci Fi Classics Promo - 2002 (480p_30fps_H264-128kbit_AAC).mp4,30,/media/weazle/Seagate/commercials/Sci-Fi/promo/Sci Fi - Sci Fi Classics Promo - 2002 (480p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Sci Fi - Scinema Feature Intro (Early 2000s) (720p_60fps_H264-128kbit_AAC).mp4,44,/media/weazle/Seagate/commercials/Sci-Fi/promo/Sci Fi - Scinema Feature Intro (Early 2000s) (720p_60fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Sci Fi - Stargate SG 1 Season 9 Promo - 7205 (480p_30fps_H264-128kbit_AAC).mp4,30,/media/weazle/Seagate/commercials/Sci-Fi/promo/Sci Fi - Stargate SG 1 Season 9 Promo - 7205 (480p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Sci Fi - The 4400 Promo - 21405 (480p_30fps_H264-128kbit_AAC).mp4,30,/media/weazle/Seagate/commercials/Sci-Fi/promo/Sci Fi - The 4400 Promo - 21405 (480p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Sci Fi - The Chronicle Promo - 2002 (480p_30fps_H264-128kbit_AAC).mp4,20,/media/weazle/Seagate/commercials/Sci-Fi/promo/Sci Fi - The Chronicle Promo - 2002 (480p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,sci fi channel - battlestar galactica future (360p_25fps_H264-128kbit_AAC).mp4,31,/media/weazle/Seagate/commercials/Sci-Fi/promo/sci fi channel - battlestar galactica future (360p_25fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Sci Fi Channel - Project Viper Promo - 2002 (480p_30fps_H264-128kbit_AAC).mp4,35,/media/weazle/Seagate/commercials/Sci-Fi/promo/Sci Fi Channel - Project Viper Promo - 2002 (480p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Sci Fi Channel - Summer of Sci Fi 2000 long promo (480p_30fps_H264-128kbit_AAC).mp4,60,/media/weazle/Seagate/commercials/Sci-Fi/promo/Sci Fi Channel - Summer of Sci Fi 2000 long promo (480p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Sci Fi Channel 90s Promo (360p_30fps_H264-128kbit_AAC).mp4,60,/media/weazle/Seagate/commercials/Sci-Fi/promo/Sci Fi Channel 90s Promo (360p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Sci Fi Channel Akira Promo (240p_30fps_H264-128kbit_AAC).mp4,37,/media/weazle/Seagate/commercials/Sci-Fi/promo/Sci Fi Channel Akira Promo (240p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Sci Fi Channel Ani-Monday promo Ani-AWESOME(2007) (720p_30fps_H264-128kbit_AAC).mp4,10,/media/weazle/Seagate/commercials/Sci-Fi/promo/Sci Fi Channel Ani-Monday promo Ani-AWESOME(2007) (720p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Sci Fi Channel Anime Promo (240p_30fps_H264-128kbit_AAC).mp4,30,/media/weazle/Seagate/commercials/Sci-Fi/promo/Sci Fi Channel Anime Promo (240p_30fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Sci Fi Channel Anime Promo in Shinjuku (2002) (288p_25fps_H264-128kbit_AAC).mp4,68,/media/weazle/Seagate/commercials/Sci-Fi/promo/Sci Fi Channel Anime Promo in Shinjuku (2002) (288p_25fps_H264-128kbit_AAC).mp4
Sci-Fi,promo,Sci Fi Channel Extreme Trek Spot 1 2001 (480p_30fps_H264-128kbit_AAC).mp4,12,/media/weazle/Seagate/commercials/Sci-Fi/promo/Sci Fi Channel Extreme Trek Spot 1 2001 (480p_30fps_H264-128kbit_AAC).mp4
